id,carat,depth,table,x,y,z,price,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
22028,0.8,62.0,55.0,5.93,6.0,3.7,8.203,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22029,0.81,62.0,57.0,5.96,5.98,3.7,8.37,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22030,0.7,59.8,62.0,5.74,5.8,3.45,7.997,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22031,0.7,61.5,56.0,5.74,5.7,3.52,7.761,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22032,0.38,62.4,54.0,4.66,4.7,2.92,6.999,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
22033,0.47,56.3,64.0,5.19,5.14,2.91,6.98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22034,2.03,60.9,60.0,8.1,8.21,4.97,9.39,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
22035,1.02,63.1,55.0,6.45,6.38,4.05,8.529,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
22036,1.2,64.1,57.0,6.7,6.62,4.27,8.406,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22037,0.37,61.3,55.0,4.64,4.66,2.85,6.25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22038,0.31,62.0,55.0,4.35,4.38,2.7,6.685,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22039,0.91,63.8,58.0,6.09,6.04,3.87,8.238,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22040,0.93,62.0,56.0,6.27,6.22,3.87,8.454,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22041,1.17,62.0,55.0,6.81,6.74,4.2,8.52,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22042,0.42,62.8,57.0,4.79,4.79,3.01,7.01,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22043,1.21,62.2,60.0,6.78,6.76,4.21,8.949,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
22044,0.32,61.2,57.0,4.44,4.45,2.72,6.865,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22045,0.31,61.8,55.0,4.33,4.35,2.68,6.522,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22046,0.34,61.9,57.0,4.52,4.49,2.79,6.378,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
22047,0.31,63.3,55.0,4.35,4.31,2.74,6.548,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
22048,1.2,61.3,59.0,6.83,6.9,4.21,8.495,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
22049,0.32,61.4,57.0,4.43,4.4,2.71,6.951,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22050,0.54,61.9,57.0,5.23,5.2,3.23,7.521,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22051,1.5,65.4,53.0,7.12,7.1,4.65,9.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22052,0.36,60.3,59.0,4.64,4.58,2.78,6.921,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22053,1.54,61.7,59.0,7.4,7.34,4.55,9.096,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22054,1.01,60.5,56.0,6.49,6.53,3.94,8.188,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
22055,0.91,61.6,58.0,6.23,6.28,3.85,8.043,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
22056,0.36,62.0,56.0,4.54,4.59,2.83,6.397,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22057,1.01,64.0,56.0,6.3,6.38,4.06,8.55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
22058,0.42,60.4,60.0,4.82,4.88,2.93,6.673,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
22059,1.16,61.5,57.0,6.78,6.75,4.16,8.576,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22060,0.7,57.9,63.0,5.8,5.84,3.37,7.692,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22061,0.41,62.1,55.0,4.78,4.81,2.98,7.012,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22062,1.01,66.6,55.0,6.27,6.22,4.16,8.608,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22063,1.0,60.8,55.0,6.46,6.49,3.94,8.748,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
22064,0.3,62.6,56.0,4.29,4.33,2.7,6.489,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22065,0.64,62.1,58.0,5.56,5.51,3.44,7.962,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22066,0.3,61.2,55.0,4.33,4.36,2.66,6.687,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
22067,0.32,61.2,56.0,4.42,4.44,2.71,6.702,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
22068,1.15,61.6,55.0,6.74,6.76,4.16,8.934,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22069,1.8,62.2,57.0,7.79,7.71,4.82,9.148,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22070,0.34,60.7,57.0,4.51,4.55,2.75,6.619,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22071,0.32,62.0,55.0,4.41,4.37,2.72,6.69,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22072,0.53,62.3,57.0,5.15,5.18,3.22,7.125,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22073,0.41,61.7,57.0,4.78,4.75,2.94,6.868,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22074,1.32,58.0,66.0,7.31,7.28,4.23,9.445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
22075,0.24,60.9,55.0,4.07,4.08,2.48,6.304,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
22076,0.53,62.0,55.0,5.2,5.15,3.21,7.554,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22077,0.7,60.1,56.0,5.73,5.78,3.46,7.86,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22078,0.28,62.2,55.0,4.23,4.26,2.64,6.417,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
22079,0.5,60.6,57.0,5.19,5.14,3.13,7.131,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22080,0.72,58.3,57.0,5.89,5.94,3.45,7.963,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
22081,0.3,60.0,60.0,4.4,4.36,2.63,6.738,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22082,0.31,59.8,62.0,4.35,4.41,2.62,6.635,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
22083,2.0,61.9,59.0,8.02,8.0,4.98,9.48,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22084,0.7,60.9,58.0,5.73,5.66,3.47,7.603,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
22085,0.32,61.3,55.0,4.41,4.43,2.71,6.33,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22086,1.59,60.1,60.0,7.56,7.59,4.55,9.05,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
22087,0.75,60.8,57.0,5.9,5.87,3.58,7.818,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22088,1.01,60.9,58.0,6.47,6.41,3.92,8.771,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22089,1.02,63.7,58.0,6.28,6.24,3.99,8.265,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22090,0.4,59.7,58.0,4.83,4.79,2.87,6.985,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22091,2.03,62.6,59.0,8.1,8.06,5.06,9.806,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22092,0.46,65.6,57.0,4.85,4.82,3.17,6.879,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
22093,0.71,63.0,57.0,5.68,5.72,3.59,8.118,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22094,0.31,61.9,58.0,4.39,4.37,2.71,6.443,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22095,1.07,62.4,55.0,6.53,6.58,4.09,8.802,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22096,1.09,61.2,55.0,6.64,6.67,4.07,8.52,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22097,1.12,61.9,58.0,6.63,6.68,4.12,8.523,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22098,0.75,61.9,56.0,5.81,5.85,3.61,8.01,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22099,0.95,59.3,59.0,6.42,6.46,3.82,8.293,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22100,0.32,60.5,56.0,4.42,4.44,2.68,6.469,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22101,1.21,60.4,56.0,6.84,6.93,4.16,8.425,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22102,0.4,61.0,56.0,4.77,4.8,2.92,6.567,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
22103,1.06,62.1,56.0,6.51,6.57,4.06,8.521,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22104,0.51,58.2,61.0,5.27,5.22,3.05,7.2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22105,0.35,60.8,58.0,4.57,4.51,2.76,6.506,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22106,1.09,62.5,56.0,6.63,6.55,4.12,8.833,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22107,0.73,61.2,58.0,5.83,5.77,3.55,8.105,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22108,1.5,62.8,62.0,7.22,7.25,4.54,8.967,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
22109,2.0,57.7,61.0,8.31,8.19,4.76,9.785,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22110,1.02,62.3,59.0,6.38,6.42,3.99,8.681,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22111,0.32,61.8,55.0,4.41,4.42,2.73,6.33,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22112,1.32,61.2,59.0,7.08,7.04,4.32,8.333,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22113,0.72,61.7,54.0,5.77,5.8,3.57,7.915,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22114,1.0,65.1,59.0,6.3,6.23,4.08,8.182,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22115,1.14,63.3,56.0,6.56,6.71,4.2,9.095,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
22116,1.31,62.7,57.0,7.05,6.98,4.4,8.806,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22117,1.01,59.8,66.0,6.42,6.48,3.86,8.247,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22118,0.7,64.1,58.0,5.58,5.53,3.56,7.491,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22119,0.5,62.9,57.0,5.02,5.06,3.17,6.928,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
22120,0.56,60.8,55.0,5.37,5.32,3.25,7.491,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
22121,1.12,58.9,59.0,6.84,6.77,4.01,8.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22122,0.3,61.0,56.0,4.33,4.37,2.65,6.217,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22123,0.72,61.5,56.5,5.76,5.79,3.55,8.027,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22124,0.7,61.9,60.0,5.68,5.63,3.5,8.185,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
22125,0.31,63.4,57.0,4.36,4.32,2.75,6.953,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
22126,1.03,62.2,56.0,6.46,6.49,4.03,8.383,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
22127,0.3,63.4,57.0,4.23,4.26,2.69,5.976,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
22128,2.11,60.0,56.0,8.43,8.35,5.03,9.411,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22129,0.81,60.3,60.0,6.07,6.1,3.67,7.936,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
22130,1.63,61.8,56.0,7.53,7.58,4.67,9.192,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
22131,0.33,62.3,55.0,4.46,4.43,2.77,7.016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
22132,0.31,63.1,56.0,4.31,4.37,2.74,6.299,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22133,0.42,62.5,57.0,4.81,4.76,2.99,6.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22134,1.51,62.8,56.0,7.22,7.3,4.56,9.064,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
22135,0.33,61.5,56.0,4.46,4.45,2.74,7.016,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
22136,0.9,62.8,55.0,6.19,6.14,3.87,8.04,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
22137,0.6,61.6,56.0,5.4,5.44,3.34,7.556,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
22138,0.58,62.0,57.0,5.32,5.35,3.31,7.122,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22139,0.32,61.5,55.0,4.41,4.44,2.72,6.26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
22140,0.3,60.7,59.0,4.33,4.37,2.64,6.671,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
22141,1.01,66.1,60.0,6.15,6.13,4.06,8.07,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22142,0.56,61.9,54.0,5.29,5.34,3.29,7.432,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22143,0.72,59.5,62.0,5.85,5.74,3.45,7.89,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22144,0.32,62.4,55.0,4.36,4.39,2.73,6.261,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22145,0.4,61.5,59.0,4.75,4.81,2.94,6.923,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22146,1.26,62.3,57.0,6.93,6.87,4.3,8.795,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22147,0.71,62.1,55.7,5.7,5.75,3.56,7.869,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22148,0.7,62.1,56.0,5.74,5.67,3.54,7.656,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22149,2.01,62.0,59.0,8.04,8.1,5.0,9.426,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22150,0.9,58.8,59.0,6.28,6.24,3.68,8.183,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22151,0.3,62.3,55.0,4.3,4.33,2.69,6.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22152,0.7,63.9,58.0,5.57,5.51,3.54,7.704,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22153,1.0,63.7,64.0,6.33,6.27,4.01,8.274,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
22154,0.41,61.8,54.0,4.76,4.79,2.95,6.841,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22155,0.42,60.5,58.0,4.85,4.83,2.93,6.916,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22156,0.5,63.0,56.0,5.07,5.02,3.18,7.037,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22157,0.3,61.7,55.0,4.31,4.35,2.67,6.616,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
22158,1.5,60.1,59.0,7.38,7.36,4.43,9.085,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22159,1.04,62.8,59.0,6.47,6.42,4.05,8.179,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22160,1.51,62.9,58.0,7.25,7.28,4.57,9.194,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
22161,1.34,62.2,56.0,7.0,7.08,4.38,8.774,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
22162,0.42,62.7,56.0,4.76,4.77,2.99,7.244,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22163,0.35,62.4,55.0,4.49,4.52,2.81,6.5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22164,0.38,59.9,58.0,4.72,4.77,2.84,6.641,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
22165,1.25,61.6,57.0,6.98,6.91,4.28,8.586,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22166,1.25,61.2,62.0,6.84,6.95,4.22,8.637,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
22167,1.01,62.8,58.0,6.36,6.38,4.0,8.425,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
22168,1.2,62.2,58.0,6.78,6.72,4.2,8.656,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22169,1.5,64.3,58.0,7.04,7.09,4.54,9.254,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22170,0.5,63.0,55.0,5.07,5.09,3.2,7.124,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
22171,0.27,61.8,57.0,4.15,4.17,2.57,6.525,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
22172,0.3,62.6,57.0,4.32,4.28,2.69,6.863,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22173,0.72,62.0,58.0,5.74,5.77,3.57,7.487,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
22174,0.32,61.9,56.0,4.43,4.39,2.73,6.579,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22175,0.31,62.0,57.0,4.35,4.33,2.69,6.76,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22176,1.21,60.3,58.0,6.9,6.96,4.18,8.6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22177,0.38,61.5,56.0,4.68,4.71,2.88,7.021,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
22178,0.41,62.3,53.0,4.77,4.8,2.98,7.166,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
22179,0.31,60.8,59.0,4.36,4.39,2.66,6.773,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22180,1.01,62.2,58.0,6.4,6.37,3.97,8.188,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
22181,1.5,63.6,55.0,7.17,7.24,4.58,9.573,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22182,0.72,61.8,61.0,5.82,5.71,3.56,7.929,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22183,0.42,62.5,56.0,4.8,4.83,3.01,6.603,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
22184,0.88,62.2,57.0,6.08,6.2,3.82,8.11,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22185,1.02,59.8,58.0,6.58,6.54,3.92,8.727,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22186,0.51,58.8,60.0,5.18,5.26,3.07,7.388,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
22187,0.3,61.3,55.0,4.32,4.3,2.64,6.654,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22188,1.52,63.6,60.0,7.21,7.25,4.6,8.839,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
22189,0.3,60.5,56.0,4.34,4.45,2.66,6.76,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
22190,0.41,61.6,56.0,4.78,4.76,2.94,6.981,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
22191,2.03,61.7,61.0,8.18,8.04,5.0,9.399,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22192,0.41,62.4,60.0,4.77,4.71,2.96,6.775,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22193,0.52,61.4,62.0,5.19,5.16,3.18,7.381,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
22194,1.19,60.2,57.0,6.87,6.84,4.13,8.669,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22195,0.52,58.9,64.0,5.23,5.3,3.1,7.646,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
22196,1.11,62.3,58.0,6.64,6.68,4.15,8.368,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
22197,0.39,60.4,56.0,4.73,4.7,2.85,6.893,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22198,1.06,63.1,57.0,6.42,6.49,4.07,8.804,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
22199,2.02,65.6,57.0,7.87,7.8,5.15,8.756,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22200,0.57,62.6,58.0,5.32,5.38,3.34,7.551,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
22201,0.67,63.1,58.0,5.62,5.53,3.53,7.126,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
22202,0.79,61.2,56.0,6.0,5.96,3.66,8.172,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22203,0.68,62.0,59.0,5.67,5.65,3.51,7.707,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22204,0.9,62.4,58.0,6.15,6.19,3.85,8.18,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
22205,0.36,61.1,59.0,4.55,4.59,2.79,6.397,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22206,0.7,62.8,57.0,5.67,5.64,3.55,7.838,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22207,0.3,63.4,56.0,4.27,4.31,2.72,6.671,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
22208,0.8,62.9,60.0,5.94,5.89,3.72,8.144,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22209,0.31,61.7,55.0,4.36,4.39,2.7,6.792,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22210,0.33,62.9,58.0,4.43,4.38,2.77,6.918,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22211,0.42,62.9,56.0,4.77,4.8,3.01,6.551,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
22212,1.22,64.0,61.0,6.75,6.68,4.3,8.338,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22213,0.34,59.0,60.0,4.62,4.56,2.71,6.64,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
22214,0.34,60.2,59.0,4.55,4.52,2.73,6.353,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
22215,0.31,61.6,57.0,4.35,4.38,2.69,6.522,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22216,0.56,62.1,57.0,5.26,5.3,3.27,7.465,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
22217,0.51,63.1,58.0,5.1,5.07,3.21,7.736,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22218,0.56,60.2,59.0,5.34,5.36,3.22,7.2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22219,1.5,64.2,61.0,7.15,7.1,4.57,8.894,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22220,0.39,62.7,59.0,4.64,4.68,2.92,6.677,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
22221,1.71,58.8,60.0,7.8,7.85,4.6,9.433,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
22222,0.9,61.6,57.0,6.17,6.24,3.82,8.294,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22223,0.63,62.0,58.0,5.52,5.45,3.4,7.419,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
22224,0.5,61.8,53.0,5.13,5.18,3.19,7.733,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22225,0.31,61.9,54.0,4.35,4.38,2.7,6.818,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22226,0.8,62.6,54.0,5.9,5.97,3.71,8.33,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
22227,0.27,62.7,55.0,4.18,4.15,2.61,6.402,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22228,0.76,61.2,57.0,5.89,5.91,3.61,8.144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22229,0.77,61.0,60.0,5.9,5.87,3.59,7.952,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
22230,1.2,62.8,57.0,6.68,6.73,4.21,8.784,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
22231,0.56,61.0,58.0,5.29,5.34,3.24,7.47,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
22232,0.28,62.3,56.0,4.16,4.19,2.6,6.258,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
22233,0.7,60.4,63.0,5.73,5.76,3.47,8.041,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22234,0.72,62.5,57.0,5.7,5.73,3.57,7.988,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22235,0.71,62.6,55.0,5.72,5.68,3.57,7.596,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22236,1.55,62.0,56.0,7.41,7.37,4.58,8.898,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22237,0.64,62.0,54.0,5.53,5.56,3.44,7.596,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
22238,1.13,60.4,59.0,6.7,6.75,4.06,8.56,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
22239,1.09,62.0,56.0,6.61,6.59,4.09,8.686,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22240,0.41,64.0,59.0,4.64,4.71,2.99,6.337,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
